,Week,Date,Protocol,Happy photo time,Unhappy photo time,Happy avatar time,Unhappy avatar time,Initial Emotion rating,Final Emotion rating,Ease of use,Comments,Time,month,day,cleaned_comments,vader_neg,vader_neu,vader_pos,vader_comp,comp_score,Emotion change
78,6,2022-06-04 00:00:00,15,0.0,0.0,5.0,0.0,-2.0,0.0,2.0,"I tried to use a happy child and imagine that with a smile on my face I was also going through a painful experience. I was able to shift my insights and analyse the positive effects that came out of it, but still felt frustrated.
I tried to smile and then engage my facial muscles to laugh, but it didn't quite come from the heart",2022-06-04,6.0,4.0, tried use happy child and imagine that with smile face was also going through painful experience was able shift insights and analyse the positive effects that came out but still felt frustrated tried smile and then engage facial muscles laugh but did quite come from the heart,0.096,0.559,0.345,0.9509,pos,0.6666666666666667
79,6,2022-06-04 00:00:00,15,0.0,0.0,5.0,0.0,0.0,0.0,2.0,Feelings of conflicting emotions,2022-06-04,6.0,4.0,feelings conflicting emotions,0.574,0.426,0.0,-0.4019,neg,0.0
75,6,2022-06-02 00:00:00,16,0.0,10.0,0.0,0.0,0.0,-1.0,2.0,"Feelings of mixed, somewhat conflicting emotions",2022-06-02,6.0,2.0,feelings mixed somewhat conflicting emotions,0.376,0.624,0.0,-0.3415,neg,-0.19999999999999996
76,6,2022-06-02 00:00:00,16,0.0,10.0,0.0,0.0,1.0,2.0,2.0,"I was able to shift my perspective. The point where I felt a little hesitant was that these painful/negative things were the daggers that would stab me in the heart and at the same time the dark energy that would motivate me to keep going. Shifting my perspective would in a sense release me from it, and was also breaking down the mental constructs on which my beliefs had been based for so long.",2022-06-02,6.0,2.0, was able shift perspective the point where felt little hesitant was that these painfulnegative things were the daggers that would stab the heart and the same time the dark energy that would motivate keep going shifting perspective would sense release from and was also breaking down the mental constructs which beliefs had been based for long,0.084,0.78,0.136,0.5256,pos,0.16666666666666663
77,6,2022-06-02 00:00:00,16,0.0,0.0,0.0,10.0,-1.0,1.0,2.0,"It would be easier to make transformative insights in a virtual environment than in a real one. It is a solitary and private environment where it is easier to unfold memories.
I felt compassionate, powerless emotions by imagining that the child was going through a painful experience.",2022-06-02,6.0,2.0, would easier make transformative insights virtual environment than real one solitary and private environment where easier unfold memories felt compassionate powerless emotions imagining that the child was going through painful experience,0.149,0.636,0.215,0.4019,pos,0.4999999999999999
78,6,2022-06-04 00:00:00,16,0.0,0.0,5.0,0.0,-2.0,0.0,2.0,"I tried to use a happy child and imagine that with a smile on my face I was also going through a painful experience. I was able to shift my insights and analyse the positive effects that came out of it, but still felt frustrated.
I tried to smile and then engage my facial muscles to laugh, but it didn't quite come from the heart",2022-06-04,6.0,4.0, tried use happy child and imagine that with smile face was also going through painful experience was able shift insights and analyse the positive effects that came out but still felt frustrated tried smile and then engage facial muscles laugh but did quite come from the heart,0.096,0.559,0.345,0.9509,pos,0.6666666666666667
79,6,2022-06-04 00:00:00,16,0.0,0.0,5.0,0.0,0.0,0.0,2.0,Feelings of conflicting emotions,2022-06-04,6.0,4.0,feelings conflicting emotions,0.574,0.426,0.0,-0.4019,neg,0.0
70,6,2022-05-30 00:00:00,15,0.0,0.0,0.0,5.0,-1.0,-1.0,2.0,"At first I would notice the two white faces more than the black vase, and even when deliberately focusing on the black vase, I would always perceive the presence of the white faces on either side.",2022-05-30,5.0,30.0, first would notice the two white faces more than the black vase and even when deliberately focusing the black vase would always perceive the presence the white faces either side,0.0,1.0,0.0,0.0,neu,0.0
71,6,2022-05-31 00:00:00,15,0.0,5.0,0.0,0.0,0.0,0.0,2.0,Trying to laugh after recalling a painful event is a bit of a challenge,2022-05-31,5.0,31.0,trying laugh after recalling painful event bit challenge,0.227,0.391,0.383,0.25,pos,0.0
72,6,2022-05-31 00:00:00,15,0.0,5.0,0.0,0.0,-1.0,0.0,2.0,"Consciously laughing after a change of opinion, about black bottles and white faces, does help to change my perspective on other things and soothe my mood a little. But still find it challenging to laugh from the heart after reviewing a painful event.",2022-05-31,5.0,31.0,consciously laughing after change opinion about black bottles and white faces does help change perspective other things and soothe mood little but still find challenging laugh from the heart after reviewing painful event,0.08,0.54,0.38,0.9253,pos,0.24999999999999994
73,6,2022-06-01 00:00:00,15,0.0,0.0,0.0,5.0,-1.0,0.0,2.0,"Compared to the previous days, this time it started in a VR environment. Perhaps in the VR environment itself, it was a visual/auditory shift between reality and the virtual. It would be easier to change my perspective on things. During the review of the painful event, it was obvious to me that my emotions were mapped onto the child. But at the same time it was easier for me to see a positive impact, especially when I was acting as an adult interacting with the child.
Consciously laughing after a painful event was much easier than the previous times, and I felt a sense of relief and responsibility.",2022-06-01,6.0,1.0,compared the previous days this time started environment perhaps the environment itself was visualauditory shift between reality and the virtual would easier change perspective things during the review the painful event was obvious that emotions were mapped onto the child but the same time was easier for see positive impact especially when was acting adult interacting with the child consciously laughing after painful event was much easier than the previous times and felt sense relief and responsibility,0.06,0.708,0.232,0.9575,pos,0.24999999999999994
74,6,2022-06-01 00:00:00,15,0.0,0.0,0.0,12.0,-1.0,1.0,2.0,"When I am having a conversation with the child, I can feel that I am becoming more talkative and expressive, whether I am describing the events or reassuring the child's emotions. In 30-40% of conversations, I tend to say comforting things and actively describe the positive impacts of these things",2022-06-01,6.0,1.0,when having conversation with the child can feel that becoming more talkative and expressive whether describing the events reassuring the child emotions conversations tend say comforting things and actively describe the positive impacts these things,0.0,0.733,0.267,0.8834,pos,0.4999999999999999
70,6,2022-05-30 00:00:00,16,0.0,0.0,0.0,5.0,-1.0,-1.0,2.0,"At first I would notice the two white faces more than the black vase, and even when deliberately focusing on the black vase, I would always perceive the presence of the white faces on either side.",2022-05-30,5.0,30.0, first would notice the two white faces more than the black vase and even when deliberately focusing the black vase would always perceive the presence the white faces either side,0.0,1.0,0.0,0.0,neu,0.0
71,6,2022-05-31 00:00:00,16,0.0,5.0,0.0,0.0,0.0,0.0,2.0,Trying to laugh after recalling a painful event is a bit of a challenge,2022-05-31,5.0,31.0,trying laugh after recalling painful event bit challenge,0.227,0.391,0.383,0.25,pos,0.0
72,6,2022-05-31 00:00:00,16,0.0,5.0,0.0,0.0,-1.0,0.0,2.0,"Consciously laughing after a change of opinion, about black bottles and white faces, does help to change my perspective on other things and soothe my mood a little. But still find it challenging to laugh from the heart after reviewing a painful event.",2022-05-31,5.0,31.0,consciously laughing after change opinion about black bottles and white faces does help change perspective other things and soothe mood little but still find challenging laugh from the heart after reviewing painful event,0.08,0.54,0.38,0.9253,pos,0.24999999999999994
73,6,2022-06-01 00:00:00,16,0.0,0.0,0.0,5.0,-1.0,0.0,2.0,"Compared to the previous days, this time it started in a VR environment. Perhaps in the VR environment itself, it was a visual/auditory shift between reality and the virtual. It would be easier to change my perspective on things. During the review of the painful event, it was obvious to me that my emotions were mapped onto the child. But at the same time it was easier for me to see a positive impact, especially when I was acting as an adult interacting with the child.
Consciously laughing after a painful event was much easier than the previous times, and I felt a sense of relief and responsibility.",2022-06-01,6.0,1.0,compared the previous days this time started environment perhaps the environment itself was visualauditory shift between reality and the virtual would easier change perspective things during the review the painful event was obvious that emotions were mapped onto the child but the same time was easier for see positive impact especially when was acting adult interacting with the child consciously laughing after painful event was much easier than the previous times and felt sense relief and responsibility,0.06,0.708,0.232,0.9575,pos,0.24999999999999994
74,6,2022-06-01 00:00:00,16,0.0,0.0,0.0,12.0,-1.0,1.0,2.0,"When I am having a conversation with the child, I can feel that I am becoming more talkative and expressive, whether I am describing the events or reassuring the child's emotions. In 30-40% of conversations, I tend to say comforting things and actively describe the positive impacts of these things",2022-06-01,6.0,1.0,when having conversation with the child can feel that becoming more talkative and expressive whether describing the events reassuring the child emotions conversations tend say comforting things and actively describe the positive impacts these things,0.0,0.733,0.267,0.8834,pos,0.4999999999999999
58,5,2022-05-23 00:00:00,13,10.0,0.0,0.0,0.0,0.0,3.0,2.0,"After laughing so hard and looking at the photo of me as a child, I felt like I was back in my childhood laughing with my friends until my stomach hurt and I couldn't stop laughing until we were crouched on the floor. At that moment and in that moment, I was both surrounded by the pleasure of laughter.",2022-05-23,5.0,23.0,after laughing hard and looking the photo child felt like was back childhood laughing with friends until stomach hurt and could stop laughing until were crouched the floor that moment and that moment was both surrounded the pleasure laughter,0.12,0.499,0.38,0.9442,pos,0.6000000000000001
63,5,2022-05-26 00:00:00,13,0.0,0.0,5.0,0.0,0.0,2.0,2.0,"Looking at a happy child in the VR environment, perhaps because of the relaxed mood, I was straight away amused by the sight of the child. Although the avatar didn't look as close to me as in the photo, the physical movements of the child were still very lifelike and brought back a lot of memories of me as a child, memories of happy times playing with my friends.",2022-05-26,5.0,26.0,looking happy child the environment perhaps because the relaxed mood was straight away amused the sight the child although the avatar did look close the photo the physical movements the child were still very lifelike and brought back lot memories child memories happy times playing with friends,0.0,0.664,0.336,0.9595,pos,0.3999999999999999
58,5,2022-05-23 00:00:00,14,10.0,0.0,0.0,0.0,0.0,3.0,2.0,"After laughing so hard and looking at the photo of me as a child, I felt like I was back in my childhood laughing with my friends until my stomach hurt and I couldn't stop laughing until we were crouched on the floor. At that moment and in that moment, I was both surrounded by the pleasure of laughter.",2022-05-23,5.0,23.0,after laughing hard and looking the photo child felt like was back childhood laughing with friends until stomach hurt and could stop laughing until were crouched the floor that moment and that moment was both surrounded the pleasure laughter,0.12,0.499,0.38,0.9442,pos,0.6000000000000001
63,5,2022-05-26 00:00:00,14,0.0,0.0,5.0,0.0,0.0,2.0,2.0,"Looking at a happy child in the VR environment, perhaps because of the relaxed mood, I was straight away amused by the sight of the child. Although the avatar didn't look as close to me as in the photo, the physical movements of the child were still very lifelike and brought back a lot of memories of me as a child, memories of happy times playing with my friends.",2022-05-26,5.0,26.0,looking happy child the environment perhaps because the relaxed mood was straight away amused the sight the child although the avatar did look close the photo the physical movements the child were still very lifelike and brought back lot memories child memories happy times playing with friends,0.0,0.664,0.336,0.9595,pos,0.3999999999999999
14,2,2022-05-01 00:00:00,3,0.0,0.0,20.0,0.0,2.0,4.0,2.0,"Adding the singing practice really makes the experience more immersive. I grew up studying vocal singing and I got used to listening to opera to relieve my emotions at a very early age. Music is like an isolated Garden of Eden for me, an escape from the distractions of life and a steady comfort to my mood. So being able to sing and interact with my avatar really adds to my enjoyment and stimulates my imagination. The strong melodies not only stirred my emotions but also brought back memories of when I first started listening to this music as a child. Overall, it helped me to connect with the children.
Afterwards, it was almost natural to say ""I passionately love you and deeply care for you!"" to the children, like a musical theatre actor singing the dialogue with plenty of emotion. It was pretty much a very enjoyable experience.",2022-05-01,5.0,1.0,adding the singing practice really makes the experience more immersive grew studying vocal singing and got used listening opera relieve emotions very early age music like isolated garden eden for escape from the distractions life and steady comfort mood being able sing and interact with avatar really adds enjoyment and stimulates imagination the strong melodies not only stirred emotions but also brought back memories when first started listening this music child overall helped connect with the children afterwards was almost natural say passionately love you and deeply care for you the children like musical theatre actor singing the dialogue with plenty emotion was pretty much very enjoyable experience,0.023,0.67,0.307,0.9898,pos,0.2857142857142858
17,2,2022-05-05 00:00:00,3,0.0,0.0,5.0,0.0,1.0,1.0,2.0,"When I started practicing, I was in a relaxed mental state, which helped me get in the zone and expand my imagination. ",2022-05-05,5.0,5.0,when started practicing was relaxed mental state which helped get the zone and expand imagination,0.0,0.703,0.297,0.6705,pos,0.0
14,2,2022-05-01 00:00:00,4,0.0,0.0,20.0,0.0,2.0,4.0,2.0,"Adding the singing practice really makes the experience more immersive. I grew up studying vocal singing and I got used to listening to opera to relieve my emotions at a very early age. Music is like an isolated Garden of Eden for me, an escape from the distractions of life and a steady comfort to my mood. So being able to sing and interact with my avatar really adds to my enjoyment and stimulates my imagination. The strong melodies not only stirred my emotions but also brought back memories of when I first started listening to this music as a child. Overall, it helped me to connect with the children.
Afterwards, it was almost natural to say ""I passionately love you and deeply care for you!"" to the children, like a musical theatre actor singing the dialogue with plenty of emotion. It was pretty much a very enjoyable experience.",2022-05-01,5.0,1.0,adding the singing practice really makes the experience more immersive grew studying vocal singing and got used listening opera relieve emotions very early age music like isolated garden eden for escape from the distractions life and steady comfort mood being able sing and interact with avatar really adds enjoyment and stimulates imagination the strong melodies not only stirred emotions but also brought back memories when first started listening this music child overall helped connect with the children afterwards was almost natural say passionately love you and deeply care for you the children like musical theatre actor singing the dialogue with plenty emotion was pretty much very enjoyable experience,0.023,0.67,0.307,0.9898,pos,0.2857142857142858
17,2,2022-05-05 00:00:00,4,0.0,0.0,5.0,0.0,1.0,1.0,2.0,"When I started practicing, I was in a relaxed mental state, which helped me get in the zone and expand my imagination. ",2022-05-05,5.0,5.0,when started practicing was relaxed mental state which helped get the zone and expand imagination,0.0,0.703,0.297,0.6705,pos,0.0
31,3,2022-05-12 00:00:00,6,0.0,0.0,10.0,10.0,-1.0,1.0,2.0,"This is the VR exercise I did when I got home, and this time my imagination of the ideal house went sort of well. The house I imagined to represent security was a strong house made of reinforced concrete. It is cold but strong, a symbol of strength and toughness that fits my mind. Perhaps it is perverse that I do not tend to think of a warm and cozy house, but rather a real, solid house backed up by reality as my safe house. It is probably because of this imagery that even if the house has a crumbling basement, it is unlikely to collapse. One observation was that the house I imagined would always be far away from me. Even if I deliberately tried to imagine being close to that safe house and then followed the child into it, I waited for this child to go in and I don't take a step forward into it, I felt that the house is always far away from me. ",2022-05-12,5.0,12.0,this the exercise did when got home and this time imagination the ideal house went sort well the house imagined represent security was strong house made reinforced concrete cold but strong symbol strength and toughness that fits mind perhaps perverse that not tend think warm and cozy house but rather real solid house backed reality safe house probably because this imagery that even the house has crumbling basement unlikely collapse one observation was that the house imagined would always far away from even deliberately tried imagine being close that safe house and then followed the child into waited for this child and take step forward into felt that the house always far away from ,0.082,0.723,0.196,0.93,pos,0.4999999999999999
33,3,2022-05-14 00:00:00,6,0.0,0.0,0.0,15.0,-1.0,2.0,2.0,"For the imagination of building out my inner house, I let myself imagine a house with a beautiful garden. But this image has led me to another period of deep thought. When I was a teenager, I struggled with the question of whether to pursue my dreams or to pursue the most successful development in the social sense. Again with the garden, an analogy that I was very indulged in at the time was that my hobby was a backyard garden and my life was the house itself. I played in my little garden, cultivated flowers and sang to my heart's content, but when the sun went down, I always had to go back to the house and live a normal functioning life. In those days, I was overwhelmed by regret and resignation, and I often repaired and regained my motivation in the ""Garden of Eden"" of my spiritual world, which in a sense made up for one of the gaps in my heart. I find that until now, making connections with the child often takes me back to memories of the same themes, pointing to the same causes, whether it's the moon or sixpence, the Garden of Eden or real life.",2022-05-14,5.0,14.0,for the imagination building out inner house let myself imagine house with beautiful garden but this image has led another period deep thought when was teenager struggled with the question whether pursue dreams pursue the most successful development the social sense again with the garden analogy that was very indulged the time was that hobby was backyard garden and life was the house itself played little garden cultivated flowers and sang heart content but when the sun went down always had back the house and live normal functioning life those days was overwhelmed regret and resignation and often repaired and regained motivation the garden eden spiritual world which sense made for one the gaps heart find that until now making connections with the child often takes back memories the same themes pointing the same causes whether the moon sixpence the garden eden real life,0.055,0.767,0.177,0.9724,pos,0.7499999999999998
31,3,2022-05-12 00:00:00,7,0.0,0.0,10.0,10.0,-1.0,1.0,2.0,"This is the VR exercise I did when I got home, and this time my imagination of the ideal house went sort of well. The house I imagined to represent security was a strong house made of reinforced concrete. It is cold but strong, a symbol of strength and toughness that fits my mind. Perhaps it is perverse that I do not tend to think of a warm and cozy house, but rather a real, solid house backed up by reality as my safe house. It is probably because of this imagery that even if the house has a crumbling basement, it is unlikely to collapse. One observation was that the house I imagined would always be far away from me. Even if I deliberately tried to imagine being close to that safe house and then followed the child into it, I waited for this child to go in and I don't take a step forward into it, I felt that the house is always far away from me. ",2022-05-12,5.0,12.0,this the exercise did when got home and this time imagination the ideal house went sort well the house imagined represent security was strong house made reinforced concrete cold but strong symbol strength and toughness that fits mind perhaps perverse that not tend think warm and cozy house but rather real solid house backed reality safe house probably because this imagery that even the house has crumbling basement unlikely collapse one observation was that the house imagined would always far away from even deliberately tried imagine being close that safe house and then followed the child into waited for this child and take step forward into felt that the house always far away from ,0.082,0.723,0.196,0.93,pos,0.4999999999999999
33,3,2022-05-14 00:00:00,7,0.0,0.0,0.0,15.0,-1.0,2.0,2.0,"For the imagination of building out my inner house, I let myself imagine a house with a beautiful garden. But this image has led me to another period of deep thought. When I was a teenager, I struggled with the question of whether to pursue my dreams or to pursue the most successful development in the social sense. Again with the garden, an analogy that I was very indulged in at the time was that my hobby was a backyard garden and my life was the house itself. I played in my little garden, cultivated flowers and sang to my heart's content, but when the sun went down, I always had to go back to the house and live a normal functioning life. In those days, I was overwhelmed by regret and resignation, and I often repaired and regained my motivation in the ""Garden of Eden"" of my spiritual world, which in a sense made up for one of the gaps in my heart. I find that until now, making connections with the child often takes me back to memories of the same themes, pointing to the same causes, whether it's the moon or sixpence, the Garden of Eden or real life.",2022-05-14,5.0,14.0,for the imagination building out inner house let myself imagine house with beautiful garden but this image has led another period deep thought when was teenager struggled with the question whether pursue dreams pursue the most successful development the social sense again with the garden analogy that was very indulged the time was that hobby was backyard garden and life was the house itself played little garden cultivated flowers and sang heart content but when the sun went down always had back the house and live normal functioning life those days was overwhelmed regret and resignation and often repaired and regained motivation the garden eden spiritual world which sense made for one the gaps heart find that until now making connections with the child often takes back memories the same themes pointing the same causes whether the moon sixpence the garden eden real life,0.055,0.767,0.177,0.9724,pos,0.7499999999999998
56,5,2022-05-22 00:00:00,11,20.0,0.0,0.0,0.0,-1.0,1.0,2.0,A very pleasant and relaxing time that not only woke me up but gave me the energy to start a new day. My mood shifted from chaotic to motivated.,2022-05-22,5.0,22.0, very pleasant and relaxing time that not only woke but gave the energy start new day mood shifted from chaotic motivated,0.137,0.508,0.355,0.7076,pos,0.4999999999999999
56,5,2022-05-22 00:00:00,14,20.0,0.0,0.0,0.0,-1.0,1.0,2.0,A very pleasant and relaxing time that not only woke me up but gave me the energy to start a new day. My mood shifted from chaotic to motivated.,2022-05-22,5.0,22.0, very pleasant and relaxing time that not only woke but gave the energy start new day mood shifted from chaotic motivated,0.137,0.508,0.355,0.7076,pos,0.4999999999999999
20,2,2022-05-07 00:00:00,3,0.0,0.0,10.0,0.0,-2.0,1.0,2.0,"Extra practice with music today. I was planning to allocate my break time when it coincidentally occurred to me that I could do an extra practice. It was probably due to the sense of responsibility built up for the child, and overall it was enjoyable and felt like time was slipping away quite quickly. With this child, I can sense that my emotions affect the way I look at her. Even if she is in the same emotional state every time, I tend to think she is also a bit sad when I am in a low emotional state and I tend to start saying comforting words to her. The conversation usually starts about previous life lessons I learned and to convince her that there will be a turnaround. Before the exercise, I was more responsibility driven and wanted to use my imagination to develop an image of the ideal child, after the exercise I realised that the conversations I was having were probably me trying to comfort myself.  As for the change in my mood, before I started I had been anxious and nervous from the beginning of the day. To be honest I was a little stressed at first because of the responsibility I had for the child and the need to review the practice. After completing this session I got into a very calm state and my thoughts were clear. I am now a little more positive about the exercise, although I was a little sceptical at first that it was an escape from reality, today's experience shows that it is helping. (Follow-up: I then regained my motivation and continued with another round of study)",2022-05-07,5.0,7.0,extra practice with music today was planning allocate break time when coincidentally occurred that could extra practice was probably due the sense responsibility built for the child and overall was enjoyable and felt like time was slipping away quite quickly with this child can sense that emotions affect the way look her even she the same emotional state every time tend think she also bit sad when low emotional state and tend start saying comforting words her the conversation usually starts about previous life lessons learned and convince her that there will turnaround before the exercise was more responsibility driven and wanted use imagination develop image the ideal child after the exercise realised that the conversations was having were probably trying comfort myself for the change mood before started had been anxious and nervous from the beginning the day honest was little stressed first because the responsibility had for the child and the need review the practice after completing this session got into very calm state and thoughts were clear now little more positive about the exercise although was little sceptical first that was escape from reality today experience shows that helping followup then regained motivation and continued with another round study,0.057,0.78,0.162,0.9694,pos,1.0
20,2,2022-05-07 00:00:00,4,0.0,0.0,10.0,0.0,-2.0,1.0,2.0,"Extra practice with music today. I was planning to allocate my break time when it coincidentally occurred to me that I could do an extra practice. It was probably due to the sense of responsibility built up for the child, and overall it was enjoyable and felt like time was slipping away quite quickly. With this child, I can sense that my emotions affect the way I look at her. Even if she is in the same emotional state every time, I tend to think she is also a bit sad when I am in a low emotional state and I tend to start saying comforting words to her. The conversation usually starts about previous life lessons I learned and to convince her that there will be a turnaround. Before the exercise, I was more responsibility driven and wanted to use my imagination to develop an image of the ideal child, after the exercise I realised that the conversations I was having were probably me trying to comfort myself.  As for the change in my mood, before I started I had been anxious and nervous from the beginning of the day. To be honest I was a little stressed at first because of the responsibility I had for the child and the need to review the practice. After completing this session I got into a very calm state and my thoughts were clear. I am now a little more positive about the exercise, although I was a little sceptical at first that it was an escape from reality, today's experience shows that it is helping. (Follow-up: I then regained my motivation and continued with another round of study)",2022-05-07,5.0,7.0,extra practice with music today was planning allocate break time when coincidentally occurred that could extra practice was probably due the sense responsibility built for the child and overall was enjoyable and felt like time was slipping away quite quickly with this child can sense that emotions affect the way look her even she the same emotional state every time tend think she also bit sad when low emotional state and tend start saying comforting words her the conversation usually starts about previous life lessons learned and convince her that there will turnaround before the exercise was more responsibility driven and wanted use imagination develop image the ideal child after the exercise realised that the conversations was having were probably trying comfort myself for the change mood before started had been anxious and nervous from the beginning the day honest was little stressed first because the responsibility had for the child and the need review the practice after completing this session got into very calm state and thoughts were clear now little more positive about the exercise although was little sceptical first that was escape from reality today experience shows that helping followup then regained motivation and continued with another round study,0.057,0.78,0.162,0.9694,pos,1.0
66,5,2022-05-27 00:00:00,3,10.0,0.0,0.0,0.0,0.0,2.0,2.0,"Combined with the singing-along part and laughing, it was a very enjoyable, relaxing and stretching experience that lifted the mood considerably.",2022-05-27,5.0,27.0,combined with the singingalong part and laughing was very enjoyable relaxing and stretching experience that lifted the mood considerably,0.0,0.618,0.382,0.8712,pos,0.3999999999999999
66,5,2022-05-27 00:00:00,11,10.0,0.0,0.0,0.0,0.0,2.0,2.0,"Combined with the singing-along part and laughing, it was a very enjoyable, relaxing and stretching experience that lifted the mood considerably.",2022-05-27,5.0,27.0,combined with the singingalong part and laughing was very enjoyable relaxing and stretching experience that lifted the mood considerably,0.0,0.618,0.382,0.8712,pos,0.3999999999999999
66,5,2022-05-27 00:00:00,14,10.0,0.0,0.0,0.0,0.0,2.0,2.0,"Combined with the singing-along part and laughing, it was a very enjoyable, relaxing and stretching experience that lifted the mood considerably.",2022-05-27,5.0,27.0,combined with the singingalong part and laughing was very enjoyable relaxing and stretching experience that lifted the mood considerably,0.0,0.618,0.382,0.8712,pos,0.3999999999999999
64,5,2022-05-26 00:00:00,3,20.0,0.0,0.0,0.0,1.0,4.0,2.0,"It has brought back plenty of happy memories, beliefs, and faith. I am grateful at this moment, and I would like to state that I have not been able to discover this sensation for the previous six months, with the lyrical and narrative music, the warmth of feelings flowing through my heart.",2022-05-26,5.0,26.0, has brought back plenty happy memories beliefs and faith grateful this moment and would like state that have not been able discover this sensation for the previous six months with the lyrical and narrative music the warmth feelings flowing through heart,0.0,0.646,0.354,0.9595,pos,0.5000000000000001
64,5,2022-05-26 00:00:00,12,20.0,0.0,0.0,0.0,1.0,4.0,2.0,"It has brought back plenty of happy memories, beliefs, and faith. I am grateful at this moment, and I would like to state that I have not been able to discover this sensation for the previous six months, with the lyrical and narrative music, the warmth of feelings flowing through my heart.",2022-05-26,5.0,26.0, has brought back plenty happy memories beliefs and faith grateful this moment and would like state that have not been able discover this sensation for the previous six months with the lyrical and narrative music the warmth feelings flowing through heart,0.0,0.646,0.354,0.9595,pos,0.5000000000000001
19,2,2022-05-07 00:00:00,4,0.0,0.0,5.0,0.0,-3.0,-2.0,2.0,"Took some time out from a busy study life to pledge to the child. I took off the VR halfway through because I didn't have a script memorised, and then read the vows before returning to the VR environment. After that I felt a very powerful sense of responsibility towards her and felt that I should take care of her and educate her, in the one that I hoped I could have become. During this time I could feel that I was more and more thinking of her as a younger me, and perhaps it was a credit to my imagination that I even felt that she resembled my personality as a little girl.",2022-05-07,5.0,7.0,took some time out from busy study life pledge the child took off the halfway through because did have script memorised and then read the vows before returning the environment after that felt very powerful sense responsibility towards her and felt that should take care her and educate her the one that hoped could have become during this time could feel that was more and more thinking her younger and perhaps was credit imagination that even felt that she resembled personality little girl,0.0,0.873,0.127,0.8883,pos,0.4999999999999999
19,2,2022-05-07 00:00:00,5,0.0,0.0,5.0,0.0,-3.0,-2.0,2.0,"Took some time out from a busy study life to pledge to the child. I took off the VR halfway through because I didn't have a script memorised, and then read the vows before returning to the VR environment. After that I felt a very powerful sense of responsibility towards her and felt that I should take care of her and educate her, in the one that I hoped I could have become. During this time I could feel that I was more and more thinking of her as a younger me, and perhaps it was a credit to my imagination that I even felt that she resembled my personality as a little girl.",2022-05-07,5.0,7.0,took some time out from busy study life pledge the child took off the halfway through because did have script memorised and then read the vows before returning the environment after that felt very powerful sense responsibility towards her and felt that should take care her and educate her the one that hoped could have become during this time could feel that was more and more thinking her younger and perhaps was credit imagination that even felt that she resembled personality little girl,0.0,0.873,0.127,0.8883,pos,0.4999999999999999
